V1,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus
ResponseID,Alejandra Melgoza - Independent,Austin Hechler - Campus United,Jose Magana - Peer Action Coalition (PAC),Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Write-In,Write-In-TEXT,Ashcon Minoiefar - Campus United,Neha Nayak - Campus United,Stevan Abdalmalik - The Response,Victor Garcia - Peer Action Coalition (PAC),"Josephine ""Josie"" Ampaw - Independent",Cameron Demille - Peer Action Coalition (PAC),"Felipe ""Flippy"" Recinos Quant - The Response","Williams ""Willie"" Roman - The Response",Marjan Abubo - The Response,Alexander Giolito - Campus United,Tamar Barlev - Campus United,Jasmine Sandhu - Campus United,Kimberly Fuentes Carrillo - Peer Action Coalition (PAC),Steven Kwok - Peer Action Coalition (PAC),"Richard ""Rick"" Zierer - Peer Action Coalition (PAC)","Emanuel ""Manny"" Suarez Jimenez - Queer and Trans Student Body (QuTSB)",Ezra Kosviner - Campus United,"Jordan ""Robeman"" Mitchell - The Response",Adam Tabor - Peer Action Coalition (PAC),"Matthew ""Matt"" Greenberg - Campus United",Kelvin Campos - Peer Action Coalition (PAC),"Jonathan ""Jonathan Lopez"" Lopez - The Response",Jesse Velasquez - The Response,Leanna Lugo - The Response,Luvia Solis-Barraza - The Response,Maria Hoang - The Response,Reilly Hobson - Campus United,Bianca Fernandez - Campus United,Elias Jordan - Campus United,Cole Marting - Campus United,"Steven ""Digy"" Stovall - Campus United",Patrick Dohoney - Campus United,Rebecca Yadegari - Campus United,Batsheva Stoll - Campus United,"Izabella ""Izzy"" Kipnis - Campus United",Hannah Ellenhorn - Campus United,Ashley Selki - Campus United,Cole Hyatt - The Response,Joel Ruiz - Peer Action Coalition (PAC),Hien Mai - The Response,Sophia Dycaico - Peer Action Coalition (PAC),Sebastian Rubio Ruiz - Peer Action Coalition (PAC),Aaron Hendizadeh - Campus United,Marisol Hernandez - Peer Action Coalition (PAC),Juliano Pula - Peer Action Coalition (PAC),Lesly Silva - The Response,"Bryan ""Bryan"" Samayoa-Velasquez - Campus United","Kuvimbanashe ""Eddy"" Chikukwa - Peer Action Coalition (PAC)","Kou ""KO"" Collins - Peer Action Coalition (PAC)",Conor Collins - Peer Action Coalition (PAC),Unique Vance - The Response,"Yanira ""Jenny"" Flores - The Response",Deanna Nguyen - Campus United,"Sabrina ""Sabrina"" Divin - Peer Action Coalition (PAC)"
R_00000000005807,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005808,,1,,1,natalie jordan,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,,,,,,,,,,,,,,,,
R_00000000005809,,1,,,Natalie Jordan,,,,,1,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005810,3,2,1,,,,,,,1,2,1,3,1,,4,2,1,,,,,,,3,,,,,,8,10,9,7,6,,,,11,2,,13,14,,1,12,,,4,,,5,,,,,,,,,,,
R_00000000005811,,1,,,,,,1,natalie jordan,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,4,,,,1,,,2,,,,,,,,,,,,,,,,,
R_00000000005812,2,1,3,1,Natalie Jordan,,,,,1,1,,2,1,,,,,,1,,,,,,,,,,,,,,,,1,4,2,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000005813,3,2,1,,,,,,,1,3,2,1,1,,3,,,2,1,,,,,4,,,,,,14,,10,,7,12,,2,,4,,,1,,9,,5,11,,8,,6,,13,,,,,,,,,
R_00000000005814,2,1,3,1,Natalie Jordan,,,,,1,1,2,3,1,,,,,,1,,2,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,4,,,,,,,,,,,
R_00000000005815,1,2,3,,,,,,,,1,2,3,1,1,4,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
R_00000000005816,2,1,,1,Natalie Jordan ,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,8,7,6,5,4,2,,1,9,10,11,,,,,,,,,,,,,,,,,
R_00000000005817,2,3,1,1,,2,,3,,1,3,2,1,1,,,1,,,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000005818,1,,,,,,,,,,1,2,3,,,3,1,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005819,2,1,3,,,,,,,1,1,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005820,3,1,2,,,,,,,,1,3,2,,,,,,3,4,1,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005821,2,1,3,,,,,,,1,3,2,1,1,,,1,,,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,4,,,,
R_00000000005822,1,3,2,,,,,,,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005823,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,13,2,4,5,6,7,8,9,10,11,12,,,,,,1,,,,,,,,,,,
R_00000000005824,,1,,1,Natalie Jordan,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,,,,,,,,,,,,,,,,
R_00000000005825,2,1,3,,,,,,,,1,3,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005826,3,1,2,,,,,,,1,1,3,2,1,,,,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,
R_00000000005827,3,1,2,1,Natalie Jordan,,,,,1,1,,,,,,,,2,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,4,5,,,,
R_00000000005828,,,,,,,,,,,,1,,,,2,1,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005830,2,1,3,,,,,,,1,2,3,1,,,,,3,4,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005831,,2,1,1,Natalie Jordan,,,,,,1,2,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000005832,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
R_00000000005833,,,,,Austin hechler,,Jose maganA,,Alejandra melgoza,,1,2,3,,,4,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005834,1,2,3,,,,,,,1,3,2,1,1,,,,1,,4,2,3,,,,,,,,,13,12,11,10,9,8,7,,,,,6,,,,2,5,14,,4,1,,,,,,,,,,,,
R_00000000005835,3,2,1,,,,,,,1,2,1,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005836,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
R_00000000005837,1,2,3,,,,,,,1,3,2,1,1,,1,,2,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,5,1,,,,
R_00000000005838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005839,2,1,3,,,,,,,1,1,3,2,1,,,2,,1,3,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005840,2,1,3,,,,,,,1,1,3,2,,,,3,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
R_00000000005841,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005842,1,2,3,,,,,,,1,2,3,1,1,,,,,1,,4,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,5,,,,
R_00000000005843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005844,1,3,2,,,,,,,1,1,3,2,1,,2,3,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005845,1,3,2,,,,,,,1,3,2,1,1,4,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,4,,2,,,
R_00000000005846,,1,,1,Natalie Jordan,,,,,1,1,,,1,,,,,1,2,3,,,,,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000005847,3,1,2,1,,,,,,1,1,3,2,1,3,,,,,,,2,1,,4,,,,,,,,,14,,,13,8,,5,12,4,,7,,11,6,,,2,9,10,,1,,,,,,,,,
R_00000000005848,2,1,3,,Manushi Yapabandara,,,,,,1,2,3,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005850,3,1,2,,,,,,,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005851,3,1,2,1,,,,,,1,1,,,1,,,,,3,2,4,,,,1,,,,,,6,,4,,5,2,,,7,,8,,,,,,,,,,,1,,,,,,,,,,,
R_00000000005852,2,3,1,,,,,,,1,,,1,,,,,,1,3,2,,,,,,,,,,,,,,,5,6,7,8,9,10,4,11,1,,2,,,,,,12,,,,,,,,,,,
R_00000000005853,1,3,2,,,,,,,1,2,3,1,1,2,,,,,3,1,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,
R_00000000005854,,1,,,Natalie Jordan,,,,,1,1,,,,,,,,1,3,2,,,,,,,,,,,,,,,4,2,13,1,12,11,9,10,7,8,6,,,,,,5,,,,,,,,,,,
R_00000000005855,1,3,2,1,Manushi Yapabandara,,,,,,,1,2,1,,2,3,1,,,,,,,,,,,,,5,8,7,1,6,,,,,,,,,14,,,4,12,2,13,9,,10,11,,,,,,,,,
R_00000000005856,1,3,2,1,Alejandra Melgoza,2,Jose Magana,,Austin Hechler,,1,3,2,1,,2,,,,,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,5,,,
R_00000000005857,3,1,2,,,,,,,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005858,3,1,2,1,Natalie Jordan,,,,,1,1,,,1,,,,,2,3,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000005859,3,1,2,,,,,,,1,1,3,2,1,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005861,1,2,3,1,Manushi Yapabandara,,,,,1,3,1,2,1,,,2,1,,,,,,,,,,,,,1,2,4,5,6,,,,,,,,,,,,7,,8,,,,,,,,,,,,,,
R_00000000005862,2,1,3,,,,,,,,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005863,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005864,3,1,2,1,Trevor Cohen,2,Colin Garret,3,Chase Bishman,1,1,3,2,1,,,,,,,,,,,,,,,1,2,,,,,,1,2,4,5,6,7,8,9,10,11,12,,14,,,,13,,,,,,,,,,,
R_00000000005865,2,1,3,,,,,,,1,,,,,,,,,2,3,1,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000005866,2,1,3,1,Austin Hechler,2,Alejandra Melgoza,3,Jose Magana,1,1,3,2,1,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,5,4,,,,
R_00000000005867,1,3,2,,,,,,,,3,1,2,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000005868,2,3,1,1,Jose Magna,2,Alejandra Melgoza,3,Austin Hechler,1,3,2,1,1,4,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,
R_00000000005869,2,3,1,1,Will do the most,2,Passionate,3,Don't know much about,1,1,2,3,1,2,,,,3,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,,,,
R_00000000005870,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005871,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005872,,1,,,Natalie Jordan ,,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000005873,2,3,1,,,,,,,1,3,2,1,1,3,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
R_00000000005874,2,1,3,1,Natalie Jordan,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005875,3,2,1,1,Marjan Abubo,,,,,1,3,1,2,1,,,2,1,,,,3,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005876,1,2,3,,,,,,,1,2,1,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005878,3,1,2,,,,,,,1,1,2,3,1,,,,,2,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000005879,2,1,3,1,Kelsey Mendoca,,,,,1,1,3,2,1,,3,4,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,,,,
R_00000000005880,3,2,1,,,,,,,1,1,2,3,1,2,,,,,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,
R_00000000005881,2,3,1,,,,,,,1,3,1,2,1,,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
R_00000000005882,3,1,2,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,3,1,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,3,4,,,,
R_00000000005883,2,1,3,1,Michael Jackson,,,,,1,1,2,3,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,,
R_00000000005884,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005885,2,1,3,,Nusi,,,,,1,1,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005886,2,3,1,,,,,,,1,3,2,1,1,,2,,3,,1,,,,,4,,,,,,12,,13,,14,,10,11,9,,,8,,,7,,,5,6,,2,4,1,,,,,,,,,,
R_00000000005887,3,1,2,,,1,Natalie Jordan,,,1,2,1,3,1,,4,,2,,3,1,,,,,,,,,,,,,10,4,5,,14,6,9,8,,7,,,13,12,,,11,,2,,1,,,,,,,,,
R_00000000005888,1,2,3,1,,3,,2,,1,2,3,1,1,,4,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000005889,3,2,1,,,,,,,,2,1,3,,,2,1,3,,,,,,,,,,,,,6,1,2,,5,14,8,,4,,12,,,10,,,,9,,,13,,11,7,,,,,,,,,
R_00000000005890,2,1,3,1,Natalie Jordan,,,,,1,1,3,2,1,,,,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,5,,,,
R_00000000005891,1,,2,,,,,,,,,2,1,1,3,2,,1,,,,,,4,,,,,,,2,4,5,6,7,,,,,,,,,,,,8,9,1,11,10,,13,12,,,,,,,,,
R_00000000005892,2,3,1,1,Steven Fields,2,Chase Bishman,3,Trevor Cohen,1,1,3,2,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,,5,,,
R_00000000005893,2,1,3,,,,,,,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005895,2,1,3,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005896,2,1,3,,,,,,,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005897,1,2,3,1,John Randazzo,,,,,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005898,3,1,2,,,,,,,1,1,3,2,1,,,,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,3,4,,,,
R_00000000005899,2,3,1,,,,,,,1,2,3,1,1,,,,1,,,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,,,,
R_00000000005900,,1,,,,,,,,1,1,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005901,1,,2,,,,,,,,,1,,,4,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,
R_00000000005902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005903,3,1,2,,,,,,,1,1,2,3,1,,,,3,1,,,,4,,2,,,,,,4,,,,,6,5,1,7,8,10,9,,11,,,,13,,,12,2,,14,,,,,,,,,
R_00000000005904,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005905,1,3,2,,,,,,,1,1,2,3,1,,2,,,,1,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,
R_00000000005906,1,3,2,2,,1,,3,,1,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000005907,,1,,1,Natalie Jordan,,,,,1,1,,,,,,,,1,3,2,,,,,,,,,,,,,,,,7,8,6,9,10,11,1,5,12,4,,,,2,,13,,,,,,,,,,,
R_00000000005908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000005909,2,3,1,,,,,,,1,2,3,1,1,,3,,,,1,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,4,,2,,,
R_00000000005910,1,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005911,3,1,2,1,Natalie Jordan ,,,,,1,1,2,3,1,,,2,,,,,,1,,,,,,,,4,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000005912,2,1,3,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000005913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005914,2,,1,,,,,,,,,1,2,1,,,,,,,2,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005915,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005916,3,1,2,,,,,,,1,3,1,2,,,3,2,,,,1,,4,,,,,,,,,,,,,,,5,4,,,,2,,,1,,,,,,,,,,,,,,,,,
R_00000000005917,,1,,,,,,,,1,1,,,1,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005918,,1,,,,,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005919,3,1,2,,,,,,,1,3,1,2,1,,4,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,5,3,,,
R_00000000005920,1,2,3,,,,,,,1,2,1,3,1,,4,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000005921,,1,,,,,,,,1,1,,,1,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005922,1,3,2,,,,,,,1,2,1,3,1,,,2,4,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,5,4,1,,,
R_00000000005923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000005924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005925,3,1,2,,,,,,,1,2,1,3,1,,,,,,4,3,2,1,,,,,,,,,,,,,12,11,10,9,1,8,7,13,2,5,4,,,,,,6,,14,,,,,,,,,
R_00000000005926,2,1,3,1,Austin Hechler,2,Alejandra Melgoza ,3,Jose Magana,,2,1,3,,,,,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,1,,4,,,
R_00000000005927,2,1,3,1,Natalie Jordon,,,,,1,2,3,1,1,,1,,,,3,4,,,,2,,,,,,6,2,4,5,7,,13,8,,11,,,,,14,1,,,,9,,,10,12,,,,,,,,,
R_00000000005928,3,2,1,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005929,3,1,2,,,,,,,1,2,3,1,1,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,5,,,
R_00000000005930,3,2,1,1,,,,,,,2,3,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
R_00000000005931,1,3,2,,,,,,,1,3,1,2,1,,2,4,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,4,3,1,,,
R_00000000005932,1,,,1,Manushi Yapabandara,,,,,1,,1,,1,,,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,1,,,,,,,,,,,
R_00000000005933,1,2,3,,,,,,,1,2,1,3,1,,4,3,,,1,2,,,,,,,,,,,,4,,,2,,,,,,1,,,,,5,,,,6,,,,,,,,,,,,
R_00000000005934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005935,,,,1,Alejandra,3,Austin,2,Jose,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,
R_00000000005936,2,1,3,,,,,,,1,2,1,3,1,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,5,1,2,,,
R_00000000005937,3,1,2,2,Colin Garrett,1,Trevor Cohen,3,Sussanah Holm,1,1,3,2,1,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000005938,2,3,1,,,,,,,,1,2,3,1,4,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005939,3,1,2,,,,,,,1,2,1,3,1,,3,,4,2,1,,,,,,,,,,,,,1,,2,4,,5,,,8,7,,,9,,,,,,,6,,,,,,,,,,,
R_00000000005940,1,2,3,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005941,3,1,2,1,Natalie Jordan,,,,,1,2,3,1,1,,1,,2,,4,,,3,,,,,,,,12,9,,,10,5,,,11,,6,,13,7,,8,2,14,,1,4,,,,,,,,,,,,
R_00000000005942,2,3,1,1,Henry Chang ,2,Kameron Clemons ,,,1,3,2,1,1,,,3,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,
R_00000000005943,,,,,,,,,,1,1,,,1,,,,,3,1,2,,,,4,,,,,,,,,,,1,2,4,5,6,7,8,9,10,11,12,,,,,,13,,,,,,,,,,,
R_00000000005944,2,3,1,,,,,,,1,2,3,1,1,,4,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
